FILE,NESTED_CLASSES,NESTED_INTERFACES
src/main/java/org/openhab/core/ai/tool/prompts/adapter/ConfigurationPromptAdapter.java,1,0
src/main/java/org/openhab/core/ai/tool/prompts/adapter/ItemPromptAdapter.java,2,0
src/main/java/org/openhab/core/ai/tool/prompts/adapter/RulePromptAdapter.java,2,0
src/main/java/org/openhab/core/ai/tool/prompts/adapter/SystemPromptAdapter.java,1,0
src/main/java/org/openhab/core/ai/tool/prompts/library/AutomationPrompt.java,1,0
src/main/java/org/openhab/core/ai/tool/prompts/library/ItemControlPrompt.java,1,0
src/main/java/org/openhab/core/ai/tool/prompts/library/SystemDiagnosticsPrompt.java,1,0
src/main/java/org/openhab/core/ai/tool/registry/DefaultCompletionRegistry.java,1,0
src/main/java/org/openhab/core/ai/tool/registry/DefaultPromptRegistry.java,1,0
src/main/java/org/openhab/core/ai/tool/registry/DefaultResourceRegistry.java,1,0
src/main/java/org/openhab/core/ai/tool/registry/OpenHABPromptRegistry.java,1,0
src/main/java/org/openhab/core/ai/tool/registry/ToolRegistry.java,2,0
src/main/java/org/openhab/core/ai/tool/resources/ResourceManager.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/ResourceReadingService.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/ResourceRegistrationService.java,2,0
src/main/java/org/openhab/core/ai/tool/resources/ResourceServiceCustomizer.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/ResourceTemplateService.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/adapter/ConfigurationResourceAdapter.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/adapter/ItemResourceAdapter.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/adapter/RuleResourceAdapter.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/adapter/ThingResourceAdapter.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/specification/ConfigurationResourceSpecification.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/specification/ItemResourceSpecification.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/specification/RuleResourceSpecification.java,1,0
src/main/java/org/openhab/core/ai/tool/resources/specification/ThingResourceSpecification.java,1,0
